Response ID,Date started,Date last action," [Yes, I have read the privacy policy and agree./ Ja, ich habe die Datenschutzerklärung gelesen und stimme zu.]",What is your current position?,What is your current position? [Other],What is your primary area of study?,What is your primary area of study? [Other],Do you think there is a reproducibility crisis in your field of research?,Do you think there is a reproducibility crisis in your field of research? [Other],"In your experience, what are the factors leading to poor reproducibility? [Lack of sufficient metadata regarding the experiment (e.g. culturing conditions, environmental conditions, software version)]","In your experience, what are the factors leading to poor reproducibility? [Lack of data that is publicly available for use (e.g. code, methods, results)]","In your experience, what are the factors leading to poor reproducibility? [Lack of complete information in the Methods/Standard Operating Procedures/Protocols]","In your experience, what are the factors leading to poor reproducibility? [Poor experimental design]","In your experience, what are the factors leading to poor reproducibility? [Lack of resources like equipments/devices in your workplace]","In your experience, what are the factors leading to poor reproducibility? [Lack of the information related to the settings used in original experiment (eg. Experiment Setup, Instrument Settings)]","In your experience, what are the factors leading to poor reproducibility? [Difficulty in understanding laboratory notebook records]","In your experience, what are the factors leading to poor reproducibility? [Pressure to publish]","In your experience, what are the factors leading to poor reproducibility? [Lack of knowledge or training on reproducible research practices]","In your experience, what are the factors leading to poor reproducibility? [Lack of time to follow reproducible research practices]","In your experience, what are the factors leading to poor reproducibility? [Data privacy (e.g. Data sharing with third parties)]","In your experience, what are the factors leading to poor reproducibility? [Other]",How easy would it be for you to find all the experimental data related to your own project in order to reproduce the results at a later point in time (e.g. 6 months after the original experiment)? [Input Data],How easy would it be for you to find all the experimental data related to your own project in order to reproduce the results at a later point in time (e.g. 6 months after the original experiment)? [Metadata about the methods],How easy would it be for you to find all the experimental data related to your own project in order to reproduce the results at a later point in time (e.g. 6 months after the original experiment)? [Metadata about the steps],How easy would it be for you to find all the experimental data related to your own project in order to reproduce the results at a later point in time (e.g. 6 months after the original experiment)? [Metadata about the experimental setup],How easy would it be for you to find all the experimental data related to your own project in order to reproduce the results at a later point in time (e.g. 6 months after the original experiment)? [Results],How easy would it be for a newcomer in your workplace to find all the experimental data related to your project/experiment without any/limited instructions from you? [Input Data],How easy would it be for a newcomer in your workplace to find all the experimental data related to your project/experiment without any/limited instructions from you? [Metadata about the methods],How easy would it be for a newcomer in your workplace to find all the experimental data related to your project/experiment without any/limited instructions from you? [Metadata about the steps],How easy would it be for a newcomer in your workplace to find all the experimental data related to your project/experiment without any/limited instructions from you? [Metadata about the experimental setup],How easy would it be for a newcomer in your workplace to find all the experimental data related to your project/experiment without any/limited instructions from you? [Results],Have you ever been unable to reproduce published results of others?,Has anybody contacted you that they have a problem in reproducing your published results?,Do you repeat your experiments to verify the results?,What is your opinion on sharing experimental data? [Raw Data],What is your opinion on sharing experimental data? [Processed Data],What is your opinion on sharing experimental data? [Negative Results],What is your opinion on sharing experimental data? [Measurements],What is your opinion on sharing experimental data? [Scripts/Code/Program],What is your opinion on sharing experimental data? [Image Annotations],What is your opinion on sharing experimental data? [Text Annotations],What is your opinion on sharing metadata regarding experimental requirements? [Experiment Materials],What is your opinion on sharing metadata regarding experimental requirements? [Instruments/Devices Used],What is your opinion on sharing metadata regarding settings? [Instrument Settings],What is your opinion on sharing metadata regarding settings? [Experiment Environment Conditions],What is your opinion on sharing metadata regarding settings? [Publications used],"What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Names of people who are directly involved]","What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Contacts of people who are directly involved]","What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Roles of people who are directly involved]","What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Names of people who are indirectly involved]","What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Contacts of people who are indirectly involved]","What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Roles of people who are indirectly involved]","What is your opinion on sharing metadata regarding time, duration, and the location of experiments? [Date]","What is your opinion on sharing metadata regarding time, duration, and the location of experiments? [Time]","What is your opinion on sharing metadata regarding time, duration, and the location of experiments? [Duration]","What is your opinion on sharing metadata regarding time, duration, and the location of experiments? [Location]",What is your opinion on sharing metadata regarding software used? [Software Parameters],What is your opinion on sharing metadata regarding software used? [Software Version],What is your opinion on sharing metadata regarding software used? [Software License],What is your opinion on sharing metadata regarding software used? [Scripts/Code/Program],What is your opinion on sharing metadata regarding all the steps and plans? [Laboratory Protocols],What is your opinion on sharing metadata regarding all the steps and plans? [Methods],What is your opinion on sharing metadata regarding all the steps and plans? [Activities/Steps],What is your opinion on sharing metadata regarding all the steps and plans? [Order of Activities/Steps],What is your opinion on sharing metadata regarding all the steps and plans? [Validation Methods],What is your opinion on sharing metadata regarding all the steps and plans? [Quality Control Methods],What is your opinion on sharing the intermediate and final results of each trial of your experiments? [Final Results],What is your opinion on sharing the intermediate and final results of each trial of your experiments? [Intermediate Results],Please let us know what else should be shared when publishing experimental results.,What kind of data do you work primarily with? [Images],"What kind of data do you work primarily with? [Multimedia files (Video, Audio)]",What kind of data do you work primarily with? [Measurements],What kind of data do you work primarily with? [Graphs],What kind of data do you work primarily with? [Tabular],What kind of data do you work primarily with? [Other],Where do you store your experimental data files? [Personal Devices (eg. Computer)],Where do you store your experimental data files? [Local Server provided at your workplace],"Where do you store your experimental data files? [Removable Storage Device (eg. USB, Harddisk, CD Drive)]","Where do you store your experimental data files? [Version Controlled Repositories (eg. Github, GitLab, Figshare, Zenodo etc.)]",Where do you store your experimental data files? [Data Management Platforms],Where do you store your experimental data files? [Other],"Where do you save your experimental metadata like descriptions of experiment, methods, samples used? [Hand written Lab Notebooks]","Where do you save your experimental metadata like descriptions of experiment, methods, samples used? [Electronic Notebooks]","Where do you save your experimental metadata like descriptions of experiment, methods, samples used? [Data Management Platforms]","Where do you save your experimental metadata like descriptions of experiment, methods, samples used? [Other]",Do you write scripts or program to perform data analysis at any stage in your experimental workflow?,"Have you heard about the FAIR (Findable, Accessible, Interoperable, Reusable) principles?","Does your research follow the FAIR (Findable, Accessible, Interoperable, Reusable) principles? [Findable]","Does your research follow the FAIR (Findable, Accessible, Interoperable, Reusable) principles? [Accessible]","Does your research follow the FAIR (Findable, Accessible, Interoperable, Reusable) principles? [Interoperable]","Does your research follow the FAIR (Findable, Accessible, Interoperable, Reusable) principles? [Reusable]",Please feel free to provide comments regarding what you think is important to enable understandability and reproducibility of scientific experiments in your field of research.,Total time
17,2019-01-25 09:46:43,2019-01-25 09:48:22,Yes,Data Manager,,Environmental Sciences,,Yes,,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,99.41
18,2019-01-25 10:07:41,2019-01-25 10:15:48,Yes,Professor,,Chemistry,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Yes,No,Yes,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,"The minimum information standards of the respective domains are a good starting point. I am generally in favor of open notebook science which aims to be totally open about everything as soon as the data, planning, etc is done.",No,No,Yes,No,No,,Yes,Yes,No,Yes,Yes,,Secondary Source,Primary Source,Primary Source,,Yes,Yes,Always,Always,Sometimes,Always,,343.75
19,2019-01-25 11:09:54,2019-01-25 11:28:13,Yes,Data Manager,,Computer Science,,Yes,,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,,Very Easy,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Very Easy,Neither Easy nor difficult,Difficult,Difficult,Difficult,Easy,Never tried to reproduce others published results,No,No,Not applicable,Very Important,Very Important,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Average Importance,Not Important At All,Very Important,Not Important At All,Not Important At All,Very Important,Not Important At All,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very Important,Very Important,Not applicable,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Little Importance,Little Importance,,Yes,No,Yes,No,Yes,,Yes,No,Yes,No,Yes,,Secondary Source,Primary Source,Secondary Source,Other,Yes,"Heard, but I don't know what exactly FAIR means",Often,Often,Often,Often,,1102.11
22,2019-01-25 13:03:17,2019-01-25 13:08:44,Yes,PhD Student,,Environmental Sciences,,Yes,,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,,Easy,Neither Easy nor difficult,Very Easy,Neither Easy nor difficult,Easy,Difficult,Very difficult,Neither Easy nor difficult,Difficult,Very difficult,Never tried to reproduce others published results,No,Yes,Absolutely Essential,Little Importance,Very Important,Very Important,Absolutely Essential,Not Important At All,Little Importance,Absolutely Essential,Average Importance,Very Important,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Little Importance,Little Importance,Average Importance,Little Importance,Absolutely Essential,Absolutely Essential,Little Importance,Absolutely Essential,Very Important,,Average Importance,Average Importance,Very Important,Very Important,Average Importance,Little Importance,,No,No,Yes,No,No,,No,Yes,No,Yes,No,,,,,,Yes,No,Always,Always,Often,Always,,330.54
23,2019-01-25 13:46:07,2019-01-25 13:48:14,Yes,PhD Student,,Molecular Biology,,Yes,,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,127.9
24,2019-01-25 14:25:51,2019-01-25 14:34:19,Yes,PhD Student,,Cell Biology,,Yes,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,,Neither Easy nor difficult,Easy,Neither Easy nor difficult,Easy,Very Easy,Neither Easy nor difficult,Neither Easy nor difficult,Difficult,Difficult,Neither Easy nor difficult,Never tried to reproduce others published results,No,Yes,Very Important,Absolutely Essential,Absolutely Essential,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Very Important,Very Important,Average Importance,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,,Yes,No,Yes,Yes,No,,Yes,Yes,Yes,No,No,,Primary Source,Primary Source,,,No,No,,,,,,510.44
25,2019-01-25 14:31:19,2019-01-25 14:38:43,Yes,PostDoc,,Computer Science,,Yes,,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,,Easy,Easy,Easy,,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Difficult,Very difficult,Difficult,Yes,No,Yes,Very Important,Average Importance,Very Important,Very Important,Absolutely Essential,Not applicable,Not applicable,Not applicable,Very Important,Very Important,Very Important,Average Importance,Absolutely Essential,Not Important At All,Not Important At All,Little Importance,Not Important At All,Not Important At All,Little Importance,Little Importance,Absolutely Essential,Not Important At All,Absolutely Essential,Absolutely Essential,Little Importance,Absolutely Essential,Not applicable,Absolutely Essential,Absolutely Essential,Average Importance,Very Important,Not applicable,Absolutely Essential,Average Importance,,No,No,Yes,Yes,No,"Numbers, a lot of numbers",Yes,Yes,Yes,Yes,No,,,,,,Sometimes,No,,,,,,447.24
26,2019-01-25 14:48:40,2019-01-25 15:09:44,Yes,Technical Assistant,,Computer Science,,Yes,,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,,Difficult,Difficult,Difficult,Difficult,Easy,Very difficult,Neither Easy nor difficult,Difficult,Difficult,Easy,Yes,No,Sometimes,Little Importance,,Absolutely Essential,Absolutely Essential,Very Important,Absolutely Essential,Absolutely Essential,Very Important,Very Important,Very Important,Average Importance,Very Important,Average Importance,Very Important,Little Importance,Little Importance,Little Importance,Little Importance,Very Important,Not Important At All,Little Importance,Little Importance,Very Important,Average Importance,Average Importance,Very Important,Very Important,Absolutely Essential,Very Important,Very Important,Very Important,Average Importance,Very Important,Average Importance,,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,,Secondary Source,Primary Source,Secondary Source,,Yes,No,Often,Often,Rarely,Rarely,,1267.14
27,2019-01-25 17:22:01,2019-01-25 17:40:29,Yes,Professor,,Health Sciences,,Other,Crisis is a bad word; better call it issue or room for improvement?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Basic midunderstandings of statistics,Easy,Very Easy,Easy,Easy,Easy,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Yes,No,Yes,Average Importance,Absolutely Essential,Absolutely Essential,Not applicable,Very Important,Not applicable,Not applicable,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Average Importance,Average Importance,Very Important,Very Important,Average Importance,Average Importance,Very Important,Very Important,Very Important,Very Important,Very Important,Absolutely Essential,Average Importance,Absolutely Essential,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Little Importance,Platforms should provide easy access ,No,No,Yes,No,Yes,,Yes,Yes,Yes,No,Yes,,,,,,Yes,Yes,Sometimes,Often,Often,Often,,1111
28,2019-01-25 19:28:13,2019-01-25 19:28:47,Yes,Student,,Cell Biology,,Yes,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,36.34
29,2019-01-28 07:58:13,2019-01-28 08:00:50,Yes,PostDoc,,Computer Science,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,84.31
36,2019-01-28 11:54:31,2019-01-28 12:01:09,Yes,PhD Student,,Environmental Sciences,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Very Easy,Easy,Easy,Easy,Very Easy,Easy,Easy,Easy,Easy,Easy,Never tried to reproduce others published results,No,Sometimes,Average Importance,Very Important,Absolutely Essential,Very Important,Very Important,Very Important,Very Important,Very Important,Absolutely Essential,Absolutely Essential,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Not applicable,Not applicable,Not applicable,Very Important,Absolutely Essential,Absolutely Essential,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Very Important,,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,,Secondary Source,Primary Source,Other,Other,No,Yes,Often,Sometimes,Always,Always,,399.7
40,2019-01-28 13:55:08,2019-01-28 13:56:58,Yes,Data Manager,,Other,library,Yes,,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,,Very difficult,Very difficult,Very difficult,Very difficult,Very difficult,Very difficult,Very difficult,Very difficult,Very difficult,Very difficult,Never tried to reproduce others published results,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,111.66
41,2019-01-28 16:04:23,2019-01-28 16:08:23,Yes,Other,data librarian,Other,,Yes,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,Neither Easy nor difficult,Difficult,Difficult,Difficult,Neither Easy nor difficult,Very difficult,Very difficult,Very difficult,Very difficult,Very difficult,Never tried to reproduce others published results,No,No,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Average Importance,Very Important,Very Important,Very Important,Very Important,Very Important,Absolutely Essential,Average Importance,Very Important,Little Importance,Little Importance,Little Importance,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Average Importance,Average Importance,,No,No,No,No,Yes,,Yes,Yes,No,No,No,,,Primary Source,,,Sometimes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,,243.29
45,2019-01-29 07:19:10,2019-01-29 07:25:15,Yes,Data Manager,,Environmental Sciences,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Very Easy,Easy,Neither Easy nor difficult,Neither Easy nor difficult,Very Easy,Very Easy,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Very Easy,Never tried to reproduce others published results,No,Sometimes,Absolutely Essential,Very Important,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Very Important,Very Important,Little Importance,Little Importance,Little Importance,Little Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,,Yes,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,,Secondary Source,Primary Source,Other,,Yes,Yes,Often,Always,Often,Always,,368.04
47,2019-01-29 13:10:59,2019-01-29 13:19:42,Yes,PhD Student,,Biology(other),,Yes,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,,Very Easy,Very Easy,Very Easy,Easy,Easy,Difficult,Difficult,Easy,Easy,Easy,Never tried to reproduce others published results,No,Sometimes,Little Importance,Absolutely Essential,Average Importance,Average Importance,Very Important,Absolutely Essential,Not Important At All,Average Importance,Very Important,Very Important,Average Importance,Very Important,Very Important,Very Important,Average Importance,Little Importance,Little Importance,Little Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Very Important,Not applicable,Very Important,Very Important,Not Important At All,Average Importance,Average Importance,Not applicable,Not applicable,,Yes,No,No,No,No,,No,Yes,Yes,No,No,,,,,Primary Source,Yes,Yes,Sometimes,Rarely,Rarely,Often,,527.53
48,2019-01-29 13:53:02,2019-01-29 14:01:05,Yes,PhD Student,,Other,Bioinformatics,Yes,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,,Difficult,Easy,Neither Easy nor difficult,,Neither Easy nor difficult,Difficult,Easy,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Yes,No,No,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Not applicable,Not applicable,Very Important,Very Important,Very Important,Very Important,Absolutely Essential,Very Important,,No,No,No,No,Yes,,No,Yes,No,No,No,,Other,Other,Other,Other,Yes,No,Sometimes,Sometimes,Sometimes,Sometimes,,486.31
49,2019-01-29 14:14:00,2019-01-29 14:32:05,Yes,Research Associate,,Other,Medical Imaging (MRI),No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Easy,Easy,Easy,Neither Easy nor difficult,Easy,Difficult,Difficult,Difficult,Difficult,Difficult,Yes,No,Sometimes,Average Importance,Very Important,Average Importance,Very Important,Very Important,Very Important,Very Important,Very Important,Average Importance,Absolutely Essential,Average Importance,Average Importance,Little Importance,Little Importance,Average Importance,Not Important At All,Not Important At All,Not Important At All,Little Importance,Little Importance,Very Important,Little Importance,Absolutely Essential,Very Important,Little Importance,Very Important,Average Importance,Very Important,Very Important,,Very Important,Very Important,Absolutely Essential,Very Important,"hidden parameters for data processing and reasoning for specific choices made for methods, steps, parameters ",Yes,No,Yes,Yes,Yes,,No,Yes,No,No,No,,Secondary Source,Primary Source,,Secondary Source,Yes,,Always,Always,Often,Sometimes,,1087.79
50,2019-01-29 14:43:28,2019-01-29 15:04:12,Yes,Other,Data Steward,Molecular Biology,,Yes,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,,Very Easy,Very Easy,Very Easy,,Very Easy,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Yes,No,Yes,Very Important,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Average Importance,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,"The current academic rewarding system is pushing people into coming up with a nice story which unfortunately is encouraging people to publish their results without properly validating, hiding their negative data, adjusting statistical tests in a way that shows a significant difference and so on. The whole system is broken and has to change. 

Pre-registration of experimental plans, openly sharing lab notebooks, sharing all versions of the manuscripts along with reviewer's comments and answers to those comments, seperately publishing underlying datasets, codes and methods and therefore not forcing, polishing and hiding data to make a nice story but being open and transparent from the beginning and sharing all elements of research as individual items. To incentivize all these, promotion and hiring criteria should not only look for high impact journal publications but rather these type of efforts.

Researchers typically spent the least effort to explain their materials and methods while that is one of the most important elements for research reproducibility. Dedicated methods repositories that archive not only the experimental procedures and parameters such as protocols.io but also videos of the procedures performed by the researchers would help enormously. 
",Yes,No,Yes,Yes,Yes,,Yes,No,Yes,No,No,,Primary Source,,,,No,Yes,Rarely,Rarely,Rarely,Rarely,,1246.72
56,2019-01-30 14:03:01,2019-01-30 14:21:54,Yes,PostDoc,,Health Sciences,,Yes,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Easy,Easy,Neither Easy nor difficult,Easy,Easy,Easy,Neither Easy nor difficult,Difficult,Difficult,Neither Easy nor difficult,Yes,No,Sometimes,Absolutely Essential,Little Importance,Absolutely Essential,Absolutely Essential,Very Important,Little Importance,Little Importance,Absolutely Essential,Very Important,Very Important,Very Important,Absolutely Essential,Average Importance,Average Importance,Very Important,Little Importance,Little Importance,Little Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Very Important,Very Important,Very Important,Average Importance,Average Importance,Very Important,Very Important,Absolutely Essential,Average Importance,,No,No,Yes,No,Yes,,Yes,Yes,No,Yes,No,,,Primary Source,Primary Source,,Yes,Yes,Often,Often,Sometimes,Often,,1135.68
58,2019-01-30 17:23:09,2019-01-30 17:41:29,Yes,Other,research librarian,Other,library and information science,Yes,,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Lack of statistical understanding,Very Easy,Easy,Neither Easy nor difficult,Easy,Very Easy,Easy,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Never tried to reproduce others published results,No,Sometimes,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Average Importance,Very Important,Average Importance,Average Importance,Average Importance,Very Important,Average Importance,Very Important,Very Important,Very Important,Very Important,Average Importance,Very Important,Not applicable,Absolutely Essential,Very Important,Very Important,Very Important,Very Important,Very Important,Average Importance,,No,No,No,No,Yes,Text,No,Yes,No,No,No,,Primary Source,,,Primary Source,No,Yes,Sometimes,Sometimes,Sometimes,Often,,1102.64
59,2019-01-30 18:38:32,2019-01-30 18:47:18,Yes,Junior Research Group Leader/ Junior Professor,,Computer Science,,Yes,,Yes,Yes,No,No,No,No,No,No,No,No,Yes,type of data that cannot be reproducible,Very Easy,Neither Easy nor difficult,Easy,Neither Easy nor difficult,Very Easy,Very Easy,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Very Easy,Yes,No,No,Very Important,Very Important,Average Importance,Very Important,Average Importance,Average Importance,Average Importance,Very Important,Very Important,Very Important,Very Important,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Average Importance,Average Importance,Very Important,Average Importance,Very Important,Average Importance,Very Important,Very Important,Average Importance,Average Importance,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Little Importance,,No,Yes,No,Yes,No,,No,Yes,No,No,No,,Primary Source,Primary Source,Secondary Source,,Yes,Yes,Always,Always,Often,Sometimes,,529.27
60,2019-01-31 07:07:47,2019-01-31 07:17:02,Yes,PostDoc,,Microbiology,,Yes,,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,,Easy,Easy,Easy,Easy,Neither Easy nor difficult,Difficult,Neither Easy nor difficult,Neither Easy nor difficult,Difficult,Very difficult,Yes,No,Sometimes,Average Importance,Very Important,Very Important,Very Important,Absolutely Essential,Not applicable,Not applicable,Not applicable,Very Important,Absolutely Essential,Absolutely Essential,Very Important,Absolutely Essential,Very Important,Very Important,Little Importance,Little Importance,Little Importance,Absolutely Essential,Very Important,Absolutely Essential,Absolutely Essential,Not applicable,Average Importance,Not Important At All,Absolutely Essential,Very Important,Absolutely Essential,Very Important,Absolutely Essential,Not applicable,Not applicable,Very Important,Average Importance,,No,No,Yes,No,No,,Yes,No,No,No,No,,Primary Source,Secondary Source,,,No,"Heard, but I don't know what exactly FAIR means",Never,Never,Rarely,Sometimes,,557.44
62,2019-02-01 10:03:33,2019-02-01 10:06:05,Yes,Other,Data Librarian,Other,General,Yes,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,,Very Easy,Difficult,Difficult,Difficult,Very Easy,Difficult,Difficult,Difficult,Difficult,Easy,Never tried to reproduce others published results,No,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,153.48
